proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nonucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nonucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nonucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nonucl$LFQ.intensity.24hrsI.Rep3
Solyc08g076290.2.1	5661200	10252000	9730300	6771400	9951100	12349000	6280300	7213700	9313600	17026000	37173000	19378000
Solyc08g076450.2.1	0	0	0	0	0	0	0	0	0	391910	6762300	589160
Solyc08g076460.2.1	0	0	0	0	0	443680	0	0	0	0	0	0
Solyc08g076480.2.1	0	0	0	0	864870	0	0	941940	0	1467700	5910800	1317400
Solyc08g076540.2.1	0	0	0	0	0	0	0	0	0	1010800	0	563510
Solyc08g076840.2.1	27414000	29947000	43776000	23627000	19572000	29994000	28382000	28824000	40431000	8988500	13234000	15411000
Solyc08g077200.2.1	15845000	22140000	11659000	16563000	17516000	10288000	11237000	12001000	5886800	5352600	7058100	4623400
Solyc08g077240.2.1	57273000	40407000	39563000	44353000	41827000	48312000	49912000	46243000	32042000	48762000	48684000	23828000
Solyc08g077440.2.1	0	0	0	0	0	0	0	0	0	0	2001800	0
Solyc08g077890.2.1	0	0	0	0	0	0	0	0	0	0	1886200	0
Solyc08g077930.2.1	0	0	0	0	0	0	0	0	0	0	2400400	0
Solyc08g078440.2.1	0	0	0	0	0	0	558020	554820	648880	356550	0	0
Solyc08g078640.1.1	3709400	4937800	6674500	7578200	5668800	4136900	6492900	6962300	6250900	3600500	2234900	2703900
Solyc08g079230.1.1	0	0	5551100	0	0	0	0	0	0	0	0	0
Solyc08g079070.2.1	0	0	0	0	0	0	0	0	0	1098000	796770	0
Solyc08g079090.2.1	0	1324400	0	0	1929000	2400500	0	1583700	1847000	2556700	3158700	3443300
Solyc08g079110.2.1	0	0	0	0	0	0	0	0	0	0	4066300	0
Solyc08g079180.2.1	0	707960	0	1457000	2479700	1539300	505090	0	0	12334000	45669000	5522800
Solyc08g079200.1.1	185560000	142780000	51136000	126850000	94303000	136300000	31764000	82126000	136390000	71338000	24462000	10804000
Solyc08g079240.2.1	0	0	0	334310	531290	0	0	0	0	643390	5770000	534120
Solyc08g079620.2.1	0	0	0	0	0	0	0	0	0	0	6151400	0
Solyc08g079850.1.1	104790000	105590000	61106000	107170000	140180000	127820000	84095000	125970000	106630000	122750000	143440000	92156000
Solyc08g080550.1.1	0	0	0	0	0	846260	0	0	1301500	0	0	0
Solyc08g080590.2.1	5587500	6780700	6806300	8165300	7197100	13751000	7620500	4639700	6348000	6907400	6084900	9967900
Solyc08g080640.1.1	0	0	0	0	0	0	0	0	0	46058000	52507000	60587000
Solyc08g080650.1.1	0	0	0	0	0	0	0	0	0	0	2842400	2568700
Solyc08g080660.1.1	0	0	0	0	544780	0	0	0	0	30326000	44773000	35950000
Solyc08g080670.1.1	0	0	0	0	0	0	0	0	0	0	4362300	0
Solyc08g081170.2.1	178260000	126670000	131450000	117060000	143380000	160620000	168470000	100670000	124270000	97444000	56586000	55078000
Solyc08g081190.2.1	13854000	13422000	13184000	13328000	7175100	9524000	16878000	13968000	7935300	39973000	54137000	27725000
Solyc08g081250.2.1	0	0	0	13084000	2880900	0	0	0	0	6304900	14291000	3286300
Solyc08g081320.2.1	9707500	13595000	9761900	7079900	11775000	7275900	9763800	11504000	16756000	18397000	16776000	22608000
Solyc08g081430.2.1	0	0	0	0	0	0	0	0	0	0	5414100	0
Solyc08g081480.2.1	7870400	11433000	14548000	13758000	14230000	6796700	7420800	9630000	6984000	6342200	5525100	7127300
Solyc08g081620.2.1	43378000	25323000	21616000	21509000	23314000	24886000	44974000	24229000	36498000	8152800	14009000	14820000
Solyc08g081920.2.1	1174300	0	0	0	1313500	0	0	1206100	0	0	1053300	0
Solyc08g082170.2.1	1590800	2254400	2010800	2197900	3171000	1922200	0	2179800	2559900	2798900	5089000	2963800
Solyc08g082250.2.1	5669200	16230000	10620000	10444000	19010000	6510600	10839000	12621000	5749600	0	2960600	2877300
Solyc08g082430.2.1	0	0	0	0	1064000	0	0	0	0	2180700	7626500	851220
Solyc08g082760.2.1	0	0	184340	0	0	134120	0	0	0	0	1358400	0
Solyc08g083250.2.1	16452000	13983000	9470000	11081000	12853000	9014200	15837000	11352000	7733000	8424300	12241000	14012000
Solyc08g083320.2.1	84914000	204530000	79463000	118770000	157010000	186760000	112200000	144090000	125160000	17528000	17108000	20330000
Solyc08g083360.2.1	0	0	0	0	0	0	0	0	0	1693600	7362400	0
Solyc09g005620.2.1	0	0	0	0	916410	0	0	0	0	2853400	6512400	0
Solyc09g005810.2.1	0	2171000	929020	1345100	2149100	1583300	1784100	1475600	1172800	3092600	7431500	1698800
Solyc09g007640.2.1	100510000	54434000	62430000	69946000	57346000	91243000	104840000	57928000	118180000	38279000	25461000	34880000
Solyc09g007770.2.1	2426500	2409900	2078900	1953300	2460400	0	3351600	2987200	2173800	0	5389200	0
Solyc09g007850.2.1	56439000	57701000	31414000	32387000	47197000	25160000	38020000	36434000	27513000	39398000	82926000	31960000
Solyc09g007920.2.1	0	0	0	0	414290	0	0	0	0	0	0	0
Solyc09g007910.2.1	0	0	0	0	1529000	1073200	0	0	0	5278600	11122000	2410900
Solyc09g008280.1.1	2505100	5855600	2614300	0	0	0	0	4738700	1746100	4020300	9473400	3844700
Solyc09g008320.2.1	6059000	20055000	20123000	7823100	9818900	7880100	18651000	21404000	18801000	9677600	4346500	6949300
Solyc09g008610.2.1	2608800	4824400	4188500	2371200	3584300	2479800	3278700	4069000	3007700	14634000	33733000	3648100
Solyc09g009260.2.1	0	2767600	0	2965800	3031600	4687700	2733300	2779500	3728800	8560500	26142000	7075900
Solyc09g009390.2.1	0	924750	0	2421800	2269900	0	2188400	2391300	0	13874000	25529000	3190500
Solyc09g009430.2.1	3809100	2378100	2041800	3393500	1895900	4409200	6043600	4198700	2796000	5101700	11619000	4555000
Solyc09g009530.2.1	0	0	0	0	0	0	0	0	0	0	686260	0
Solyc09g009890.2.1	5128500	6696300	9797500	7295400	7174400	7082500	8314000	6644500	6800300	40215000	40021000	32955000
Solyc09g010210.2.1	28425000	13259000	14964000	31273000	20831000	13631000	14551000	9000300	17256000	18033000	18879000	21655000
Solyc09g010860.2.1	0	6930500	6783800	4276000	3610100	7345100	1820600	4943200	8254800	1472000	1106000	7540500
Solyc09g010930.2.1	0	0	0	0	0	0	1313600	0	0	1983800	8672700	1924800
Solyc09g011050.2.1	0	0	0	304890	0	0	0	0	0	0	0	0
Solyc09g011080.2.1	0	0	0	0	1534200	0	0	0	0	0	10893000	1230100
Solyc09g092080.2.1	118790000	93176000	16227000	120920000	198100000	136810000	138550000	126240000	11701000	44706000	68364000	38839000
Solyc09g011920.2.1	0	0	0	0	0	0	0	0	0	1753200	4586300	2575300
Solyc09g014240.2.1	1757400	1946100	0	0	1584800	0	0	0	0	0	0	0
Solyc09g014480.1.1	52083000	42162000	33163000	35568000	39914000	31590000	30445000	88031000	42396000	28354000	15781000	23274000
Solyc09g014760.2.1	0	0	3497800	0	0	0	0	0	3648900	4474900	22475000	3681100
Solyc09g015040.1.1	6668000	8014500	0	7635500	11139000	5290700	5962900	8764200	4395400	45770000	31483000	61151000
Solyc09g015930.2.1	0	0	0	0	0	0	0	0	0	1112100	0	0
Solyc09g018010.2.1	27607000	11909000	10807000	9295100	29835000	13090000	14930000	7338500	8870200	40842000	54936000	45635000
Solyc09g018450.2.1	0	0	0	0	0	0	0	0	0	0	6781900	0
Solyc09g031920.1.1	0	0	0	0	0	0	0	0	295140	616820	1997500	505160
Solyc09g042770.2.1	0	0	0	0	0	0	0	0	0	1533200	0	0
Solyc09g059040.2.1	0	0	0	0	0	0	0	0	0	8284400	9349000	5431600
Solyc09g061620.2.1	0	0	0	0	0	0	0	0	0	1640700	0	0
Solyc09g064370.2.1	0	0	0	0	0	0	407590	0	0	750010	3567500	0
Solyc09g064450.2.1	2934000	2543300	2504700	2200600	2038700	3437000	1375800	2602900	2931600	7552800	25527000	8597000
Solyc09g064500.2.1	0	0	0	0	0	0	0	0	0	0	15004000	0
Solyc09g065180.2.1	1035600	913400	673730	1787700	2275200	0	907790	781960	487370	18265000	5.9e+07	4533600
Solyc09g065190.1.1	54978000	81561000	56606000	92200000	82004000	61039000	64021000	101610000	72416000	48603000	43780000	75666000
Solyc09g065270.2.1	0	0	0	0	0	0	0	0	0	5771800	12754000	5522600
Solyc09g065540.2.1	0	0	0	0	0	0	0	0	0	1625600	1615900	0
Solyc09g065730.2.1	871000	1218300	660110	896510	1144100	694340	570790	1013700	908420	14220000	26404000	2542100
Solyc09g065830.2.1	0	541390	708750	0	0	0	652880	0	557220	0	9422200	630480
Solyc09g065900.2.1	0	0	0	0	0	0	0	0	0	2893700	6886500	0
Solyc09g066430.2.1	0	0	0	0	3065100	0	0	0	0	1734600	0	0
Solyc09g073000.2.1	0	0	0	0	0	0	0	0	0	1858100	4457300	0
Solyc09g074420.2.1	0	0	0	0	628890	0	0	0	0	690200	3652300	0
Solyc09g074650.2.1	0	0	0	0	0	0	0	0	0	0	3900600	0
Solyc09g074880.2.1	0	0	0	0	0	0	0	0	0	0	5626800	0
Solyc09g075360.2.1	26726000	30928000	28885000	24261000	44666000	21854000	16569000	14503000	14576000	8955800	3223100	9582200
Solyc09g075820.2.1	0	0	0	0	0	0	0	0	0	5046800	7047000	4154700
Solyc09g082320.2.1	0	3799700	1204300	1073900	1833400	1525100	3149300	1358600	1747900	3447000	8452200	4164200
Solyc09g082770.2.1	0	0	0	0	0	0	0	0	0	0	0	0
Solyc09g083440.2.1	1169400	1845800	0	1032300	0	0	2447200	5679100	0	1089500	2089300	0
Solyc09g089660.2.1	4925400	8621100	6700900	11712000	8628000	6318200	8570300	10442000	4652800	4821400	4506600	6470900
Solyc09g090140.2.1	2868300	4955900	9293800	7749400	16350000	3668900	5773900	14812000	5083300	25063000	55273000	13334000
Solyc09g090190.2.1	28812000	43456000	37745000	29593000	36816000	49643000	59947000	48856000	31159000	68957000	98839000	71029000
Solyc09g090230.1.1	0	4072600	0	0	0	0	0	0	0	0	0	0
Solyc09g090330.2.1	0	0	0	0	0	0	0	0	0	8601000	36298000	6329000
Solyc09g090410.2.1	2368900	2071600	1675600	2473200	1925500	3229600	3338800	1588500	1728300	1425000	0	1493400
Solyc09g090680.2.1	0	2179400	2846400	988120	1610800	1815400	2401600	1884500	1889100	1317300	944860	1284700
Solyc09g090730.1.1	0	0	0	0	0	0	0	0	0	0	2416900	0
Solyc09g090980.2.1	0	0	0	0	0	0	0	0	0	3835200	4777900	2259500
Solyc09g091070.1.1	968300	1153700	1960000	863120	0	1436600	1291100	3666900	2916700	1871000	1369300	1214600
Solyc09g091180.2.1	0	0	0	0	7021700	0	0	0	0	4674000	16962000	3302200
Solyc09g091500.2.1	0	0	0	0	0	0	0	0	0	792710	0	0
Solyc09g091660.2.1	0	0	0	2463200	0	0	0	0	0	5244900	10345000	4686200
Solyc09g091820.2.1	0	0	0	0	0	0	989180	0	0	0	1964300	0
Solyc09g092330.1.1	110030000	43060000	59384000	61644000	38709000	73340000	128610000	67921000	75634000	12564000	10804000	12532000
Solyc09g092380.2.1	3064300	8775500	5281000	3488500	8051400	3117400	6542600	7870300	4467900	11316000	35343000	12284000
Solyc09g092710.2.1	27890000	7078300	10154000	4108800	5272000	20744000	2585000	1829200	0	621460	761550	1323700
Solyc09g092760.2.1	0	9753900	3718800	5798700	5672800	6563700	6637500	6209600	2395200	3712500	5668300	5386800
Solyc09g098280.2.1	2579000	2249300	1886300	0	2465100	2743900	0	1581900	2755100	8755000	13944000	9279200
Solyc10g005050.2.1	0	0	0	0	0	0	0	0	0	1981100	13985000	0
Solyc10g005110.2.1	0	0	0	841140	1020600	0	0	437720	292980	4290300	35877000	540950
Solyc10g006030.2.1	10481000	15883000	8165400	7429600	11130000	9427200	14289000	8940100	10055000	9618100	21516000	16005000
Solyc10g006230.2.1	7519300	0	10034000	0	9020100	9997000	0	3525500	15755000	39943000	115380000	31441000
Solyc10g006900.2.1	1720300	2118800	0	2634800	3260700	0	0	0	0	2857800	56427000	3399600
Solyc10g006970.2.1	0	0	0	0	0	0	0	0	0	2540000	9492300	2858700
Solyc10g007070.2.1	0	0	3362400	1147400	0	4306500	1073800	1151700	5441200	1218600	1513200	1241900
Solyc10g007390.2.1	0	0	1311000	0	0	1286800	0	734890	933200	3380800	9092900	5312200
Solyc10g007600.2.1	1164700	6126700	1145100	3758900	3457900	848160	2007400	5341600	2780900	18272000	33623000	12292000
Solyc10g008140.2.1	1636600	7430500	6447900	4488900	5682900	4366300	3936600	12526000	10223000	26092000	39356000	9092200
Solyc10g008740.2.1	477150	750630	0	2744500	6556800	0	630980	0	0	6398100	32290000	1203300
Solyc10g008980.2.1	29375000	44691000	48552000	65925000	45110000	55903000	67554000	24839000	33950000	95598000	185890000	63723000
Solyc10g009190.1.1	0	0	595670	0	0	0	0	0	0	0	0	0
Solyc10g017600.2.1	0	0	0	0	0	0	0	2202700	0	0	0	0
Solyc10g017890.1.1	0	0	752580	0	0	0	0	0	1656700	20855000	49218000	23221000
Solyc10g018300.1.1	11388000	9552900	4301000	49689000	57008000	9990500	21858000	4831800	3276400	218840000	458950000	127530000
Solyc10g019040.1.1	0	0	0	0	0	0	0	0	0	884910	0	0
Solyc10g024410.1.1	0	0	0	0	0	0	0	1182500	0	0	0	0
Solyc10g038130.1.1	0	0	0	0	0	0	0	0	0	0	0	1853500
Solyc10g039270.1.1	0	0	0	0	0	0	0	0	0	0	1525100	0
Solyc10g044520.1.1	0	0	0	0	3193500	0	0	0	0	17639000	27746000	7083100
Solyc10g045600.1.1	7103200	5386600	2771700	5138700	3491600	6427100	7215800	5977100	3521300	3899700	2989800	3480400
Solyc10g049710.1.1	0	997040	0	0	712490	0	0	0	0	1283200	9337700	908440
Solyc10g051110.1.1	25704000	31431000	4190700	11495000	27864000	12276000	25765000	23052000	10989000	37604000	121590000	15116000
Solyc10g051310.1.1	0	0	0	0	0	0	0	0	0	0	7417300	0
Solyc10g052880.1.1	190700000	77846000	67394000	242270000	196960000	94002000	119940000	72559000	130080000	378150000	274290000	207840000
Solyc10g054780.1.1	0	0	0	1486200	0	0	640730	0	0	5483500	6178600	1482300
Solyc10g055200.1.1	0	977950	958060	4655300	4225800	2557600	1156100	814810	1067300	22276000	8840600	38631000
Solyc10g055630.1.1	5306900	3706500	13164000	4877400	3392400	7560400	10310000	5083700	7140000	26635000	25783000	19821000
Solyc10g055670.1.1	2427900	2147600	0	1851300	3024300	0	0	2622500	2484800	1701900	6048200	2304500
Solyc10g055800.1.1	611630	5430800	4774700	5125000	3303300	2484800	1608200	1404400	2630500	115390000	126890000	55795000
Solyc10g062160.1.1	5784400	8010600	3394800	6978500	4773000	7014400	4907400	5920200	3367000	6232600	5486400	6041900
Solyc10g074440.1.1	23723000	53611000	47238000	39352000	49868000	98366000	39700000	35963000	5.2e+07	38695000	44197000	51170000
Solyc10g074540.1.1	0	0	0	0	351940	0	0	0	0	0	0	0
Solyc10g074980.1.1	0	0	1328300	0	1480400	1941300	1247200	0	0	3404500	17173000	1921500
Solyc10g075020.1.1	0	0	0	0	768800	0	0	0	0	2459900	5720300	1021900
Solyc10g075100.1.1	99713000	64579000	42525000	141240000	92543000	155030000	64828000	112460000	30178000	126860000	62771000	76961000
Solyc10g075160.1.1	0	0	1279400	0	0	0	0	0	0	0	4144000	0
Solyc10g076240.1.1	290400	259680	0	1426700	298810	152480	1314200	1259000	412220	58156000	73410000	78209000
Solyc10g078550.1.1	0	0	0	0	0	0	0	0	0	11915000	46025000	7874000
Solyc10g078620.1.1	22157000	60271000	27877000	34785000	60940000	54284000	41723000	42090000	35328000	83303000	177480000	66930000
Solyc10g078790.1.1	0	0	0	0	0	0	0	0	0	702760	0	0
Solyc10g079200.1.1	1211900	1244100	760740	1630000	1962500	0	1306400	1394300	1156200	2601700	37586000	2024300
Solyc10g079880.1.1	2023100	3779600	6952800	7342600	5958100	8236500	5545700	6672000	12856000	28155000	42998000	30090000
Solyc10g080080.1.1	0	0	0	0	639610	0	0	0	0	433270	6926900	690600
Solyc10g080190.1.1	0	0	0	0	0	0	0	0	0	0	8798600	0
Solyc10g080280.1.1	0	0	203990	0	0	0	0	0	0	0	0	0
Solyc10g080320.1.1	0	0	0	0	0	0	0	0	0	901080	3485700	975680
Solyc10g080420.1.1	4074100	4359900	3881600	0	5176600	0	2884300	6591900	5683000	4283800	3763700	6505800
Solyc10g080500.1.1	0	3278600	0	0	0	0	0	0	0	0	0	0
Solyc10g080710.1.1	0	0	0	0	0	0	1166500	1345100	0	6114200	14038000	1957700
Solyc10g080720.1.1	0	1303600	0	0	0	0	1162400	0	0	0	0	0
Solyc10g081130.1.1	646820	3473600	2179300	2184700	2815000	2037500	3209800	2372700	1988000	3985500	10943000	5251400
Solyc10g081980.1.1	0	0	0	0	1064500	0	2962500	0	0	21428000	23890000	3863100
Solyc10g082030.1.1	3133700	5769700	3717100	10169000	35480000	4148600	9566500	15819000	10631000	138210000	604270000	121500000
Solyc10g083490.1.1	0	566240	0	675310	0	0	678920	604320	0	1190900	1831600	0
Solyc10g083650.1.1	0	0	0	0	0	0	0	0	0	0	1386800	0
Solyc10g083690.2.1	0	0	0	0	0	0	0	0	0	6162400	9398300	4515700
Solyc10g083720.1.1	0	0	0	0	0	0	0	0	0	1967900	4952900	0
Solyc10g083790.1.1	0	0	0	0	0	0	0	0	0	1137100	5168400	0
Solyc10g083970.1.1	0	0	0	0	0	0	0	0	0	0	1852600	0
Solyc10g084120.1.1	0	2013600	6505400	2388200	2879500	0	2354800	2303400	5314500	4098300	4312200	1984500
Solyc10g084320.1.1	10852000	3229100	2241900	6786400	5680500	2802500	12205000	3922800	3295700	4779200	2925300	3953900
Solyc10g085360.1.1	0	0	0	0	0	0	0	0	0	1106300	0	0
Solyc10g085550.1.1	0	0	0	0	0	0	0	0	0	1960700	6960700	0
Solyc10g086150.1.1	4385100	3472500	1317200	3996900	2776300	1569800	2192200	1366900	1132000	5309700	11430000	1128700
Solyc10g086410.2.1	0	0	0	0	0	0	0	0	0	0	0	867990
Solyc10g086580.1.1	63947000	62331000	47494000	163950000	521720000	73237000	114860000	64089000	48177000	843690000	3613300000	700420000
Solyc11g005330.1.1	0	0	0	0	0	1133100	0	0	0	0	0	0
Solyc11g005370.1.1	0	3695100	1468200	922890	2504300	1226100	1853700	1234900	0	1002000	2094100	1256400
Solyc11g005480.1.1	0	0	0	0	0	0	0	0	0	914220	733920	0
Solyc11g006250.1.1	28932000	79661000	160470000	58343000	63696000	66824000	52129000	1.25e+08	134350000	71469000	36353000	77650000
Solyc11g006400.1.1	0	1099600	0	0	0	0	0	0	0	0	0	0
Solyc11g006730.1.1	0	4819200	0	5236400	0	2525100	3996300	7002600	0	20293000	7064800	9348100
Solyc11g007690.1.1	0	2120100	0	0	2825400	0	0	0	2774300	5416500	26196000	4454700
Solyc11g007720.1.1	0	0	0	0	314450	0	0	0	0	0	0	0
Solyc11g007830.1.1	0	0	0	0	0	0	0	0	0	285020	1625100	0
Solyc11g007990.1.1	0	0	0	0	1062800	0	896880	0	0	5357100	20061000	2782100
Solyc11g008110.1.1	0	0	0	0	0	0	0	0	2421300	0	0	0
Solyc11g008340.1.1	0	795740	0	0	0	0	0	0	0	0	0	0
Solyc11g008590.1.1	0	0	0	0	0	396350	0	0	0	0	0	0
Solyc11g008980.1.1	0	0	0	0	0	0	0	0	0	489920	1836700	566220
Solyc11g008990.1.1	4121200	12830000	15191000	13240000	12472000	17263000	12058000	11198000	15827000	16257000	50594000	12904000
Solyc11g009020.1.1	0	0	0	0	2187300	0	1495800	0	0	2756600	15269000	1983300
Solyc11g009080.1.1	1694400	2266600	0	1832000	2459500	0	1780700	1830200	0	2565100	20162000	2414400
Solyc11g010190.1.1	0	2222800	1763800	1488000	1774300	610970	2066400	3398000	1821700	6994800	17678000	5152300
Solyc11g010480.1.1	0	0	0	0	0	0	0	0	0	7060900	22007000	6756600
Solyc11g011020.1.1	0	0	0	0	0	0	0	0	0	1651900	1420500	1083400
Solyc11g011250.1.1	0	0	0	0	0	0	0	0	0	0	1276900	0
Solyc11g011470.1.1	12880000	17355000	4317000	5504800	17794000	8323700	9263200	15585000	7427200	28465000	106460000	18301000
Solyc11g011760.1.1	0	0	237890	0	0	0	0	0	0	0	0	0
Solyc11g011960.1.1	1064700	889720	0	2434900	5302700	0	1685500	1536200	0	9936700	38655000	4336500
Solyc11g012410.1.1	0	0	0	0	0	0	0	0	0	0	3820300	0
Solyc11g012670.1.1	5042700	5309600	4022600	2490800	3098300	4304900	4706600	3248600	3873700	2499400	2861100	2077200
Solyc11g013260.1.1	0	1976500	0	5939300	1406700	0	1039400	1741400	0	3437700	9681500	2208300
Solyc11g017200.1.1	0	0	0	0	0	0	0	0	0	0	772500	0
Solyc11g017250.1.1	1054000	2562700	1224000	1759800	2334800	4600200	1182800	2701200	2153400	87079000	31912000	18900000
Solyc11g018580.1.1	2296700	3023100	3082200	3036300	5418600	3319400	2931000	4180000	4023300	9610400	8449300	2806200
Solyc11g021220.1.1	0	0	0	0	0	0	0	0	0	0	5879000	0
Solyc11g021310.1.1	0	0	0	0	0	18573000	0	0	0	0	0	0
Solyc11g022400.1.1	0	7581700	0	0	0	0	0	0	0	0	0	0
Solyc11g022590.1.1	0	0	159750	0	0	0	0	0	0	0	0	0
Solyc11g032020.1.1	0	0	0	0	0	1948200	0	0	0	0	0	0
Solyc11g039830.1.1	0	0	0	0	0	0	0	0	0	0	0	195000
Solyc11g039840.1.1	5127100	4603900	3327200	0	2611700	4616500	4481600	0	2987300	11796000	26078000	16973000
Solyc11g039980.1.1	14015000	15351000	10045000	31998000	55794000	21854000	17169000	18968000	14043000	99553000	439820000	58898000
Solyc11g040390.1.1	0	0	0	0	0	0	0	0	0	452450	937240	0
Solyc11g042640.1.1	2240400	3665200	8670600	2747600	6330100	3501100	4584600	4088200	3461000	7953600	101870000	21712000
Solyc11g044750.1.1	1679700	4004600	1569100	2772500	1441500	5333900	7007700	2956600	1304600	3700000	1799300	2006400
Solyc11g044910.1.1	61456000	24392000	26754000	95996000	52235000	20496000	42267000	19691000	29256000	265880000	290010000	154950000
Solyc11g045180.1.1	3513100	2935900	1962200	2071500	2326200	0	2449900	1988700	1460700	0	0	0
Solyc11g051170.1.1	4451300	17969000	5677600	0	12463000	56674000	8912200	0	12254000	31516000	383150000	30121000
Solyc11g062190.1.1	89281000	1.06e+08	273690000	123780000	181080000	215020000	121420000	124250000	201040000	292460000	560660000	236240000
Solyc11g065990.1.1	0	0	0	1358900	0	0	0	0	0	0	0	0
Solyc11g066440.1.1	0	0	0	0	0	0	0	0	0	0	1585200	0
Solyc11g066490.1.1	0	0	0	0	0	0	1619900	0	0	0	4101100	3189300
Solyc11g067100.1.1	1680000	3e+06	2253700	2748800	2305500	1865200	3098800	3021000	4403000	3302100	7916800	3477700
Solyc11g068400.1.1	0	0	0	0	0	0	0	0	0	877320	0	0
Solyc11g068510.1.1	0	0	1790000	0	3440600	3025500	1888000	0	0	6222300	19385000	3620800
Solyc11g068670.1.1	5362600	25778000	12692000	13528000	24446000	21130000	12076000	20244000	18320000	25695000	74582000	16429000
Solyc11g069000.1.1	0	0	0	0	0	0	0	0	0	0	0	643940
Solyc11g069170.1.1	10801000	11354000	8920900	11901000	15966000	15355000	16717000	16089000	16986000	7900800	8816800	10302000
Solyc11g069370.1.1	109330000	104620000	95469000	113350000	133340000	94348000	115430000	99810000	103850000	83748000	69294000	99154000
Solyc11g069380.1.1	0	484450	0	883400	921240	0	0	0	0	851140	6702800	883300
Solyc11g069430.1.1	43282000	42064000	51386000	37056000	41062000	66731000	41839000	46992000	52811000	116660000	126740000	69215000
Solyc11g069790.1.1	37785000	38521000	22201000	36480000	48696000	21166000	25203000	20303000	9460100	115120000	346990000	50215000
Solyc11g069800.1.1	0	0	0	0	0	0	0	0	0	0	2679200	0
Solyc11g070030.1.1	0	0	0	0	244940	349160	0	0	0	324270	1347400	238500
Solyc11g071490.1.1	0	778600	0	0	0	0	0	0	0	0	0	0
Solyc11g072480.1.1	0	0	171500	0	0	0	0	0	0	0	0	0
Solyc11g072880.1.1	0	2092800	0	1162600	1316300	0	0	0	0	1247300	0	0
Solyc11g073050.1.1	0	0	0	0	0	0	1251400	0	0	969370	1860900	0
Solyc12g005330.1.1	28404000	41386000	22568000	31062000	33894000	29388000	28996000	33731000	29443000	39128000	59920000	28204000
Solyc12g005570.1.1	0	0	0	0	0	0	0	0	0	0	1446200	0
Solyc12g005860.1.1	2627300	1280600	1429600	2972700	4560700	1324400	2385300	2050400	1722400	25785000	50435000	4483000
Solyc12g006140.1.1	585740000	1337400000	2.462e+09	1901100000	3.745e+09	1.0483e+10	1734300000	1125700000	4.812e+09	2131900000	7968300000	1.037e+10
Solyc12g006290.1.1	0	0	0	0	0	0	0	0	866330	0	0	0
Solyc12g006470.1.1	0	0	0	0	0	0	1387500	0	0	2411300	2530600	0
Solyc12g006540.1.1	0	0	0	0	0	562630	0	0	0	0	2590600	433960
Solyc12g007170.1.1	16537000	16241000	18923000	13241000	36606000	13316000	23315000	26877000	24254000	42794000	37690000	51008000
Solyc12g007310.1.1	0	0	0	0	0	0	0	0	0	256330	0	0
Solyc12g008570.1.1	0	0	0	0	259410	0	0	0	0	0	0	0
Solyc12g008630.1.1	2132800	5755000	1845700	6395700	22552000	6575100	3473400	5850200	2607900	59244000	274090000	36764000
Solyc12g009060.1.1	0	0	0	0	0	0	0	0	0	1422600	2145500	1309000
Solyc12g009250.1.1	0	2452500	0	2083100	1934400	3248700	3088400	1267400	1088500	12022000	33130000	8696800
Solyc12g009270.1.1	0	453380	315900	0	3011500	0	0	0	0	0	0	0
Solyc12g009980.1.1	0	0	0	0	588250	0	0	0	0	1390400	13940000	574240
Solyc12g010040.1.1	0	1916900	1531900	2022500	3325800	0	1945000	0	2272000	9411500	25781000	3299500
Solyc12g010060.1.1	0	0	1348600	1349100	1970600	954800	1334200	1420400	1115700	6739700	14874000	6374800
Solyc12g010840.1.1	0	0	0	2533500	2315500	0	789540	0	1085700	8754000	51634000	1450000
Solyc12g010860.1.1	0	0	0	0	0	0	0	0	0	0	0	376100
Solyc12g011000.1.1	0	0	0	0	2115300	0	1406600	0	0	6172500	31811000	6675800
Solyc12g011030.1.1	0	1530700	3723700	0	1057600	0	0	879970	0	1104400	0	2781100
Solyc12g011140.1.1	15314000	13382000	8834500	8006600	8895500	10244000	15402000	14547000	11036000	3799900	3901200	7843500
Solyc12g011280.1.1	4414200	28686000	41041000	29012000	27137000	17410000	12467000	35171000	12514000	82091000	157680000	132190000
Solyc12g011450.1.1	15035000	69181000	133610000	35626000	239520000	596570000	61719000	57037000	149530000	146790000	331800000	935210000
Solyc12g013710.1.1	0	898580	0	706760	1073600	0	0	0	0	0	4772400	0
Solyc12g013810.1.1	0	0	0	0	3507500	0	0	0	0	9400100	28334000	4982700
Solyc12g013900.1.1	10547000	7959200	11819000	16628000	28669000	11626000	9117700	15915000	8640200	13469000	14622000	12050000
Solyc12g015780.1.1	22499000	17714000	22291000	14587000	14869000	8107300	15938000	17896000	20352000	13008000	6639500	19631000
